Analysis: Scenario 1,,,,,,,,,,,,,,,,,,,
Length Units,centimeter,,,,,,,,,,,,,,,,,,
0, x, y, z, x-axis value,(1) Velocity Magnitude(cm/s),(2) Vx-Velocity(cm/s),(3) Vy-Velocity(cm/s),(4) Vz-Velocity(cm/s),(5) Static Pressure(dyne/cm2),(6) Temperature(Celsius),(7) Scalar variable(),(8) Density(g/cm3),(9) Viscosity(poise),(10) Shear Stress XY (Tau-XY)(dyne/cm2),(11) Shear Stress YZ (Tau-YZ)(dyne/cm2),(12) Shear Stress ZX (Tau-ZX)(dyne/cm2),(13) Shear Stress (Tau) Magnitude(dyne/cm2),(14) Wall Film Coefficients(W/cm2/K),(15) Wall Heat Flux(W/cm2)
955,-0.173534,-2.51901,-3.44612,14.3868,715.424,-6.9239,45.9743,713.244,437.67,0,0,0.00120473,0.0001817,-0.0259791,0.683962,-0.0149431,0.685398,0,0
956,-0.181423,-2.51901,-3.44326,14.3952,715.914,-5.39819,47.3752,713.787,437.888,0,0,0.00120473,0.0001817,-0.027345,0.686129,-0.0153775,0.687598,0,0
957,-0.189313,-2.519,-3.4404,14.4036,716.404,-3.87242,48.7763,714.331,438.105,0,0,0.00120473,0.0001817,-0.028711,0.688296,-0.0158119,0.689798,0,0
958,-0.197203,-2.519,-3.43754,14.412,717.579,-2.34054,50.0824,715.563,438.34,0,0,0.00120473,0.0001817,-0.0300534,0.690123,-0.0162218,0.691648,0,0
959,-0.205093,-2.519,-3.43468,14.4204,720.412,-0.831378,51.102,718.461,438.573,0,0,0.00120473,0.0001817,-0.0313623,0.690966,-0.0166218,0.692496,0,0
960,-0.212982,-2.519,-3.43182,14.4287,721.488,0.0902917,51.5105,719.537,438.157,0,0,0.00120473,0.0001817,-0.0330921,0.69028,-0.0178416,0.691878,0,0
961,-0.220872,-2.519,-3.42896,14.4371,723.453,1.32881,52.7423,721.234,439.455,0,0,0.00120473,0.0001817,-0.0345739,0.690253,-0.0193596,0.691936,0,0
962,-0.228887,-2.51899,-3.44073,14.4514,723.736,0.461533,49.4822,721.9,441.036,0,0,0.00120473,0.0001817,-0.0344273,0.692717,-0.0201312,0.694387,0,0
963,-0.236901,-2.51897,-3.4525,14.4656,722.223,-0.986025,46.1122,720.403,443.338,0,0,0.00120473,0.0001817,-0.0346755,0.693505,-0.0224529,0.695276,0,0
964,-0.244916,-2.51896,-3.46427,14.4799,720.123,-2.63038,42.5375,718.296,445.422,0,0,0.00120473,0.0001817,-0.0350646,0.69378,-0.0250492,0.695674,0,0
965,-0.25293,-2.51895,-3.47604,14.4941,718.023,-4.27473,38.9628,716.189,447.506,0,0,0.00120473,0.0001817,-0.0354537,0.694055,-0.0276454,0.696073,0,0
966,-0.260945,-2.51893,-3.48781,14.5083,715.921,-5.91906,35.3881,714.082,449.591,0,0,0.00120473,0.0001817,-0.0358429,0.694331,-0.0302417,0.696471,0,0
967,-0.268959,-2.51892,-3.49958,14.5226,713.821,-7.56342,31.8134,711.975,451.675,0,0,0.00120473,0.0001817,-0.036232,0.694606,-0.032838,0.69687,0,0
968,-0.276974,-2.51891,-3.51135,14.5368,711.721,-9.20778,28.2387,709.869,453.759,0,0,0.00120473,0.0001817,-0.0366212,0.694881,-0.0354342,0.697268,0,0
969,-0.284988,-2.5189,-3.52313,14.5511,709.62,-10.8521,24.664,707.761,455.844,0,0,0.00120473,0.0001817,-0.0370103,0.695157,-0.0380305,0.697667,0,0
970,-0.293003,-2.51888,-3.5349,14.5653,708.285,-12.4896,20.983,706.425,457.946,0,0,0.00120473,0.0001817,-0.0373731,0.695051,-0.0405993,0.697674,0,0
971,-0.301017,-2.51887,-3.54667,14.5795,707.164,-14.1252,17.2721,705.305,460.054,0,0,0.00120473,0.0001817,-0.0377284,0.694838,-0.0431603,0.697571,0,0
972,-0.309032,-2.51886,-3.55844,14.5938,705.978,-15.833,13.5848,704.121,462.162,0,0,0.00120473,0.0001817,-0.037993,0.694468,-0.0456102,0.69731,0,0
973,-0.317046,-2.51884,-3.57021,14.608,707.751,-16.787,10.306,705.663,465.793,0,0,0.00120473,0.0001817,-0.0384667,0.693803,-0.0505086,0.697319,0,0
974,-0.325061,-2.51883,-3.58198,14.6223,711.456,-16.952,7.11867,709.003,470.238,0,0,0.00120473,0.0001817,-0.0395388,0.693828,-0.0573094,0.69832,0,0
975,-0.333075,-2.51882,-3.59375,14.6365,715.162,-17.117,3.93135,712.344,474.684,0,0,0.00120473,0.0001817,-0.0406108,0.693854,-0.0641103,0.699321,0,0
976,-0.34109,-2.5188,-3.60552,14.6507,718.867,-17.282,0.744031,715.686,479.13,0,0,0.00120473,0.0001817,-0.0416829,0.69388,-0.0709112,0.700322,0,0
977,-0.349105,-2.51879,-3.61729,14.665,722.572,-17.4471,-2.44333,719.026,483.576,0,0,0.00120473,0.0001817,-0.0427549,0.693906,-0.077712,0.701323,0,0
978,-0.357119,-2.51878,-3.62906,14.6792,726.278,-17.6121,-5.63066,722.367,488.021,0,0,0.00120473,0.0001817,-0.0438269,0.693931,-0.0845129,0.702325,0,0
979,-0.365134,-2.51877,-3.64083,14.6935,724.732,-17.3605,-6.27449,720.748,488.744,0,0,0.00120473,0.0001817,-0.0447086,0.694187,-0.0904503,0.703289,0,0
980,-0.373148,-2.51875,-3.6526,14.7077,733.475,-22.9611,-8.2983,729.912,487.519,0,0,0.00120473,0.0001817,-0.0442223,0.690357,-0.095132,0.700784,0,0
981,-0.381163,-2.51874,-3.66437,14.7219,743.355,-29.1125,-10.5421,740.246,486.253,0,0,0.00120473,0.0001817,-0.0436178,0.686145,-0.0997307,0.697964,0,0
982,-0.373111,-2.51874,-3.67095,14.7323,731.924,-31.1023,-13.1787,728.957,484.774,0,0,0.00120473,0.0001817,-0.0410971,0.68374,-0.0946467,0.694264,0,0
983,-0.36506,-2.51874,-3.67753,14.7427,720.494,-33.0922,-15.8153,717.669,483.295,0,0,0.00120473,0.0001817,-0.0385763,0.681335,-0.0895628,0.690565,0,0
984,-0.357009,-2.51873,-3.6841,14.7531,709.063,-35.082,-18.4519,706.381,481.816,0,0,0.00120473,0.0001817,-0.0360556,0.67893,-0.0844789,0.686865,0,0
985,-0.348958,-2.51873,-3.69068,14.7635,697.633,-37.0718,-21.0885,695.092,480.337,0,0,0.00120473,0.0001817,-0.0335348,0.676525,-0.0793949,0.683165,0,0
986,-0.340907,-2.51873,-3.69726,14.7739,687.991,-39.9297,-24.0719,685.647,478.793,0,0,0.00120473,0.0001817,-0.0308279,0.673518,-0.0741801,0.678968,0,0
987,-0.332855,-2.51873,-3.70384,14.7843,682.402,-44.3917,-27.6065,680.353,477.221,0,0,0.00120473,0.0001817,-0.0278443,0.669317,-0.0688355,0.673833,0,0
988,-0.324804,-2.51873,-3.71041,14.7947,682.634,-44.5092,-27.6378,680.599,477.771,0,0,0.00120473,0.0001817,-0.027129,0.666532,-0.0663667,0.67086,0,0
989,-0.316753,-2.51873,-3.71699,14.8051,682.596,-44.6338,-27.6579,680.56,478.546,0,0,0.00120473,0.0001817,-0.0263785,0.664251,-0.0636223,0.668343,0,0
990,-0.308702,-2.51872,-3.72357,14.8155,681.929,-44.7749,-27.652,679.859,479.845,0,0,0.00120473,0.0001817,-0.0255462,0.663139,-0.0602385,0.666884,0,0
991,-0.30065,-2.51872,-3.73015,14.8259,683.066,-43.8575,-27.3424,681.024,484.388,0,0,0.00120473,0.0001817,-0.0249606,0.663231,-0.0572436,0.666807,0,0
992,-0.292599,-2.51872,-3.73672,14.8363,685.104,-42.4115,-26.8811,683.121,490.552,0,0,0.00120473,0.0001817,-0.0244982,0.663924,-0.054443,0.667421,0,0
993,-0.284548,-2.51872,-3.7433,14.8467,687.143,-40.9655,-26.4199,685.218,496.716,0,0,0.00120473,0.0001817,-0.0240358,0.664617,-0.0516424,0.668035,0,0
994,-0.276497,-2.51872,-3.74988,14.8571,689.181,-39.5194,-25.9586,687.315,502.879,0,0,0.00120473,0.0001817,-0.0235734,0.665311,-0.0488418,0.668648,0,0
995,-0.268446,-2.51871,-3.75646,14.8675,691.219,-38.0734,-25.4974,689.411,509.043,0,0,0.00120473,0.0001817,-0.023111,0.666004,-0.0460412,0.669262,0,0
996,-0.260394,-2.51871,-3.76303,14.8779,692.598,-36.7139,-24.8647,690.843,515.03,0,0,0.00120473,0.0001817,-0.0224928,0.666987,-0.0433625,0.670171,0,0
997,-0.252343,-2.51871,-3.76961,14.8883,693.885,-35.3666,-24.208,692.181,520.992,0,0,0.00120473,0.0001817,-0.0218527,0.668013,-0.040701,0.671122,0,0
998,-0.244292,-2.51871,-3.77619,14.8987,695.171,-34.0193,-23.5512,693.519,526.954,0,0,0.00120473,0.0001817,-0.0212125,0.669037,-0.0380395,0.672073,0,0
999,-0.236241,-2.51871,-3.78277,14.9091,696.457,-32.672,-22.8945,694.857,532.916,0,0,0.00120473,0.0001817,-0.0205723,0.670062,-0.035378,0.673024,0,0
1000,-0.228189,-2.51871,-3.78934,14.9195,697.744,-31.3247,-22.2377,696.195,538.878,0,0,0.00120473,0.0001817,-0.0199321,0.671087,-0.0327166,0.673975,0,0
1001,-0.220138,-2.5187,-3.79592,14.9299,699.03,-29.9775,-21.581,697.533,544.84,0,0,0.00120473,0.0001817,-0.019292,0.672112,-0.0300551,0.674926,0,0
1002,-0.210546,-2.51871,-3.7937,14.9397,699.799,-29.7844,-20.4313,698.339,546.397,0,0,0.00120473,0.0001817,-0.0178373,0.671074,-0.027579,0.673811,0,0
1003,-0.200955,-2.51872,-3.79147,14.9496,700.566,-29.5914,-19.2817,699.145,547.953,0,0,0.00120473,0.0001817,-0.0163827,0.670035,-0.0251028,0.672696,0,0
1004,-0.191363,-2.51872,-3.78925,14.9594,701.334,-29.3983,-18.1321,699.952,549.509,0,0,0.00120473,0.0001817,-0.014928,0.668996,-0.0226267,0.671581,0,0
1005,-0.181771,-2.51873,-3.78702,14.9693,702.103,-29.2053,-16.9824,700.758,551.065,0,0,0.00120473,0.0001817,-0.0134734,0.667958,-0.0201506,0.670466,0,0
1006,-0.172179,-2.51873,-3.7848,14.9791,702.87,-29.0122,-15.8328,701.564,552.622,0,0,0.00120473,0.0001817,-0.0120188,0.666919,-0.0176744,0.66935,0,0
1007,-0.162588,-2.51874,-3.78257,14.9889,703.639,-28.8192,-14.6832,702.371,554.178,0,0,0.00120473,0.0001817,-0.0105641,0.66588,-0.0151983,0.668235,0,0
1008,-0.152996,-2.51875,-3.78035,14.9988,704.407,-28.6262,-13.5335,703.177,555.734,0,0,0.00120473,0.0001817,-0.00910946,0.664842,-0.0127222,0.66712,0,0
1009,-0.143404,-2.51875,-3.77813,15.0086,705.174,-28.4331,-12.3839,703.983,557.29,0,0,0.00120473,0.0001817,-0.00765481,0.663803,-0.010246,0.666005,0,0
1010,-0.133812,-2.51876,-3.7759,15.0185,705.943,-28.2401,-11.2343,704.79,558.846,0,0,0.00120473,0.0001817,-0.00620017,0.662765,-0.00776989,0.66489,0,0
1011,-0.124221,-2.51876,-3.77368,15.0283,706.711,-28.047,-10.0846,705.596,560.403,0,0,0.00120473,0.0001817,-0.00474554,0.661726,-0.00529375,0.663775,0,0
1012,-0.114629,-2.51877,-3.77145,15.0382,707.479,-27.854,-8.93499,706.402,561.959,0,0,0.00120473,0.0001817,-0.0032909,0.660687,-0.00281759,0.66266,0,0
1013,-0.105037,-2.51878,-3.76923,15.048,708.247,-27.6609,-7.78537,707.209,563.515,0,0,0.00120473,0.0001817,-0.00183625,0.659649,-0.000341474,0.661545,0,0
1014,-0.0954455,-2.51878,-3.767,15.0579,709.014,-27.4679,-6.63573,708.015,565.071,0,0,0.00120473,0.0001817,-0.00038161,0.65861,0.00213468,0.660429,0,0
1015,-0.0858538,-2.51879,-3.76478,15.0677,709.783,-27.2748,-5.4861,708.821,566.628,0,0,0.00120473,0.0001817,0.00107304,0.657571,0.0046108,0.659314,0,0
1016,-0.076262,-2.51879,-3.76256,15.0776,710.551,-27.0818,-4.33647,709.628,568.184,0,0,0.00120473,0.0001817,0.00252768,0.656533,0.00708693,0.658199,0,0
1017,-0.0666703,-2.5188,-3.76033,15.0874,711.319,-26.8887,-3.18683,710.434,569.74,0,0,0.00120473,0.0001817,0.00398233,0.655494,0.00956308,0.657084,0,0
1018,-0.0570785,-2.51881,-3.75811,15.0973,712.087,-26.6957,-2.0372,711.24,571.296,0,0,0.00120473,0.0001817,0.00543697,0.654456,0.0120392,0.655969,0,0
1019,-0.0474868,-2.51881,-3.75588,15.1071,712.855,-26.5027,-0.887567,712.047,572.852,0,0,0.00120473,0.0001817,0.00689162,0.653417,0.0145153,0.654854,0,0
1020,-0.0378951,-2.51882,-3.75366,15.1169,713.623,-26.3096,0.262075,712.853,574.409,0,0,0.00120473,0.0001817,0.00834626,0.652378,0.0169915,0.653738,0,0
1021,-0.0283033,-2.51883,-3.75143,15.1268,714.391,-26.1166,1.4117,713.659,575.965,0,0,0.00120473,0.0001817,0.0098009,0.65134,0.0194676,0.652623,0,0
1022,-0.0188843,-2.51882,-3.76102,15.1402,716.04,-24.2748,2.11097,715.373,583.983,0,0,0.00120473,0.0001817,0.0104197,0.652964,0.0227119,0.654159,0,0
1023,-0.00946524,-2.51882,-3.77061,15.1537,717.688,-22.4331,2.81023,717.086,592.001,0,0,0.00120473,0.0001817,0.0110384,0.654588,0.0259562,0.655694,0,0
1024,-4.62E-05,-2.51881,-3.78019,15.1671,719.337,-20.5913,3.50949,718.8,600.02,0,0,0.00120473,0.0001817,0.0116572,0.656212,0.0292005,0.65723,0,0
1025,0.00937284,-2.51881,-3.78978,15.1806,720.308,-19.645,3.28401,719.79,609.551,0,0,0.00120473,0.0001817,0.0120785,0.662785,0.0302853,0.663774,0,0
1026,0.0187919,-2.51881,-3.79937,15.194,721.024,-19.0351,2.71132,720.51,619.651,0,0,0.00120473,0.0001817,0.0124257,0.671216,0.0305594,0.672199,0,0
1027,0.0282109,-2.5188,-3.80896,15.2074,721.74,-18.4251,2.13863,721.229,629.751,0,0,0.00120473,0.0001817,0.012773,0.679647,0.0308334,0.680624,0,0
1028,0.0376299,-2.5188,-3.81854,15.2209,722.456,-17.8151,1.56595,721.949,639.851,0,0,0.00120473,0.0001817,0.0131202,0.688079,0.0311075,0.689049,0,0
1029,0.047049,-2.5188,-3.82813,15.2343,732.236,-13.4692,-0.865375,731.474,642.928,0,0,0.00120473,0.0001817,0.0128192,0.691547,0.0335239,0.692731,0,0
1030,0.056468,-2.51879,-3.83772,15.2478,743.69,-8.43364,-3.63981,742.625,644.708,0,0,0.00120473,0.0001817,0.0123986,0.694099,0.0363358,0.695536,0,0
1031,0.0658871,-2.51879,-3.84731,15.2612,755.143,-3.39805,-6.41425,753.776,646.489,0,0,0.00120473,0.0001817,0.0119779,0.696651,0.0391477,0.698341,0,0
1032,0.0753061,-2.51879,-3.85689,15.2746,766.596,1.63749,-9.18866,764.926,648.269,0,0,0.00120473,0.0001817,0.0115573,0.699203,0.0419595,0.701146,0,0
1033,0.0847251,-2.51878,-3.86648,15.2881,778.049,6.67307,-11.9631,776.077,650.049,0,0,0.00120473,0.0001817,0.0111367,0.701755,0.0447714,0.703952,0,0
1034,0.0941442,-2.51878,-3.87607,15.3015,789.503,11.7087,-14.7376,787.227,651.829,0,0,0.00120473,0.0001817,0.0107161,0.704307,0.0475833,0.706757,0,0
1035,0.103563,-2.51878,-3.88566,15.315,800.956,16.7443,-17.512,798.378,653.61,0,0,0.00120473,0.0001817,0.0102954,0.70686,0.0503952,0.709562,0,0
1036,0.112982,-2.51877,-3.89524,15.3284,812.41,21.7799,-20.2864,809.529,655.39,0,0,0.00120473,0.0001817,0.00987482,0.709412,0.0532071,0.712368,0,0
1037,0.122401,-2.51877,-3.90483,15.3418,823.863,26.8155,-23.0609,820.68,657.17,0,0,0.00120473,0.0001817,0.00945419,0.711964,0.056019,0.715173,0,0
1038,0.13182,-2.51876,-3.91442,15.3553,835.317,31.8511,-25.8353,831.831,658.95,0,0,0.00120473,0.0001817,0.00903357,0.714516,0.0588309,0.717978,0,0
1039,0.141239,-2.51876,-3.924,15.3687,846.77,36.8867,-28.6098,842.982,660.731,0,0,0.00120473,0.0001817,0.00861293,0.717068,0.0616428,0.720784,0,0
1040,0.150658,-2.51876,-3.93359,15.3822,858.224,41.9223,-31.3842,854.133,662.511,0,0,0.00120473,0.0001817,0.0081923,0.71962,0.0644547,0.723589,0,0
1041,0.160077,-2.51875,-3.94318,15.3956,869.677,46.9579,-34.1586,865.284,664.291,0,0,0.00120473,0.0001817,0.00777168,0.722172,0.0672666,0.726394,0,0
1042,0.175977,-2.51875,-3.95131,15.4135,887.216,53.9364,-38.1396,882.337,663.618,0,0,0.00120473,0.0001817,0.00773844,0.724605,0.0714895,0.729223,0,0
1043,0.191876,-2.51875,-3.95944,15.4313,904.755,60.9149,-42.1205,899.39,662.946,0,0,0.00120473,0.0001817,0.00770521,0.727038,0.0757122,0.732052,0,0
1044,0.207775,-2.51876,-3.96757,15.4492,922.294,67.8935,-46.1014,916.444,662.273,0,0,0.00120473,0.0001817,0.00767197,0.72947,0.0799351,0.734881,0,0
1045,0.223674,-2.51876,-3.9757,15.467,939.833,74.872,-50.0823,933.497,661.601,0,0,0.00120473,0.0001817,0.00763873,0.731903,0.0841579,0.73771,0,0
1046,0.239573,-2.51876,-3.98383,15.4849,957.372,81.8506,-54.0633,950.55,660.928,0,0,0.00120473,0.0001817,0.00760549,0.734336,0.0883807,0.740539,0,0
1047,0.255472,-2.51876,-3.99196,15.5027,974.91,88.8291,-58.0442,967.604,660.256,0,0,0.00120473,0.0001817,0.00757226,0.736769,0.0926035,0.743368,0,0
1048,0.271371,-2.51876,-4.00009,15.5206,992.449,95.8076,-62.0251,984.657,659.583,0,0,0.00120473,0.0001817,0.00753904,0.739201,0.0968263,0.746196,0,0
1049,0.28727,-2.51876,-4.00823,15.5385,1009.99,102.786,-66.006,1001.71,658.91,0,0,0.00120473,0.0001817,0.00750578,0.741634,0.101049,0.749025,0,0
1050,0.303169,-2.51876,-4.01636,15.5563,1025.43,109.209,-69.1643,1016.73,659.588,0,0,0.00120473,0.0001817,0.0075673,0.744337,0.10517,0.752118,0,0
1051,0.319068,-2.51876,-4.02449,15.5742,1037.59,113.742,-71.4819,1028.63,660.334,0,0,0.00120473,0.0001817,0.00768234,0.745431,0.108846,0.753579,0,0
1052,0.334968,-2.51876,-4.03262,15.592,1050.57,119.67,-75.0971,1040.83,655.363,0,0,0.00120473,0.0001817,0.00709352,0.74929,0.113519,0.758004,0,0
1053,0.350867,-2.51876,-4.04075,15.6099,1067.69,130.495,-83.3255,1055.5,635.788,0,0,0.00120473,0.0001817,0.00414919,0.761804,0.121747,0.771806,0,0
1054,0.366766,-2.51876,-4.04888,15.6277,1084.82,141.298,-91.3215,1070.2,615.935,0,0,0.00120473,0.0001817,0.00125109,0.774308,0.130014,0.785614,0,0
1055,0.382665,-2.51876,-4.05701,15.6456,1101.94,150.96,-98.8045,1085.1,595.859,0,0,0.00120473,0.0001817,-0.00203765,0.782625,0.13892,0.79568,0,0
1056,0.398564,-2.51876,-4.06514,15.6635,1115.03,156.993,-104.187,1096.41,576.767,0,0,0.00120473,0.0001817,-0.00491733,0.774468,0.14,0.787653,0,0
1057,0.414463,-2.51876,-4.07327,15.6813,1134.83,161.275,-107.901,1115.11,561.178,0,0,0.00120473,0.0001817,-0.00646735,0.768121,0.144183,0.782325,0,0
1058,0.430362,-2.51876,-4.0814,15.6992,1154.62,165.556,-111.615,1133.8,545.589,0,0,0.00120473,0.0001817,-0.00801743,0.761773,0.148366,0.776997,0,0
1059,0.446261,-2.51876,-4.08953,15.717,1174.41,169.837,-115.329,1152.49,529.999,0,0,0.00120473,0.0001817,-0.0095675,0.755426,0.152549,0.771669,0,0
1060,0.46216,-2.51876,-4.09766,15.7349,1194.2,174.119,-119.042,1171.18,514.41,0,0,0.00120473,0.0001817,-0.0111175,0.749079,0.156731,0.766341,0,0
1061,0.47806,-2.51876,-4.10579,15.7527,1213.99,178.4,-122.756,1189.88,498.82,0,0,0.00120473,0.0001817,-0.0126676,0.742731,0.160914,0.761013,0,0
1062,0.479505,-2.51877,-4.10063,15.7581,1204.84,180.096,-122.252,1180.25,499.198,0,0,0.00120473,0.0001817,-0.0135062,0.743483,0.160411,0.761563,0,0
1063,0.48095,-2.51877,-4.09547,15.7635,1195.7,181.793,-121.749,1170.63,499.575,0,0,0.00120473,0.0001817,-0.0143448,0.744235,0.159907,0.762112,0,0
1064,0.482395,-2.51878,-4.0903,15.7688,1186.55,183.489,-121.245,1161.01,499.952,0,0,0.00120473,0.0001817,-0.0151835,0.744986,0.159403,0.762662,0,0
1065,0.48384,-2.51878,-4.08514,15.7742,1177.42,185.181,-120.738,1151.4,500.337,0,0,0.00120473,0.0001817,-0.0160192,0.745749,0.158912,0.763226,0,0
1066,0.485285,-2.51879,-4.07997,15.7796,1178.11,185.115,-118.414,1152.47,504.948,0,0,0.00120473,0.0001817,-0.0153796,0.751664,0.164823,0.770713,0,0
1067,0.48673,-2.51879,-4.07481,15.7849,1178.81,185.049,-116.089,1153.55,509.558,0,0,0.00120473,0.0001817,-0.01474,0.75758,0.170734,0.778201,0,0
1068,0.488175,-2.5188,-4.06965,15.7903,1179.51,184.982,-113.765,1154.62,514.169,0,0,0.00120473,0.0001817,-0.0141003,0.763496,0.176644,0.785689,0,0
1069,0.48962,-2.5188,-4.06448,15.7956,1180.21,184.916,-111.441,1155.69,518.78,0,0,0.00120473,0.0001817,-0.0134607,0.769412,0.182555,0.793176,0,0
1070,0.491065,-2.51881,-4.05932,15.801,1180.9,184.849,-109.117,1156.76,523.39,0,0,0.00120473,0.0001817,-0.012821,0.775328,0.188466,0.800664,0,0
1071,0.492511,-2.51881,-4.05415,15.8064,1181.6,184.783,-106.792,1157.84,528.001,0,0,0.00120473,0.0001817,-0.0121814,0.781243,0.194376,0.808151,0,0
1072,0.493956,-2.51882,-4.04899,15.8117,1180.68,183.985,-103.971,1157.34,533.067,0,0,0.00120473,0.0001817,-0.0111858,0.783162,0.196904,0.810764,0,0
1073,0.495401,-2.51882,-4.04383,15.8171,1178.51,182.619,-100.764,1155.62,538.487,0,0,0.00120473,0.0001817,-0.00991459,0.781985,0.196813,0.809603,0,0
1074,0.496846,-2.51883,-4.03866,15.8225,1176.33,181.254,-97.5578,1153.9,543.906,0,0,0.00120473,0.0001817,-0.00864349,0.780808,0.196721,0.808442,0,0
1075,0.498291,-2.51883,-4.0335,15.8278,1174.16,179.889,-94.3511,1152.19,549.326,0,0,0.00120473,0.0001817,-0.00737227,0.779631,0.19663,0.80728,0,0
1076,0.499736,-2.51884,-4.02833,15.8332,1171.99,178.524,-91.1444,1150.47,554.745,0,0,0.00120473,0.0001817,-0.00610104,0.778454,0.196538,0.806119,0,0
1077,0.501181,-2.51884,-4.02317,15.8385,1169.82,177.159,-87.938,1148.76,560.164,0,0,0.00120473,0.0001817,-0.00482994,0.777277,0.196446,0.804957,0,0
1078,0.502626,-2.51884,-4.01801,15.8439,1167.64,175.793,-84.7313,1147.04,565.584,0,0,0.00120473,0.0001817,-0.00355869,0.776101,0.196355,0.803796,0,0
1079,0.504071,-2.51885,-4.01284,15.8493,1165.47,174.428,-81.5246,1145.32,571.004,0,0,0.00120473,0.0001817,-0.00228747,0.774924,0.196263,0.802634,0,0
1080,0.505516,-2.51885,-4.00768,15.8546,1163.3,173.063,-78.3182,1143.61,576.423,0,0,0.00120473,0.0001817,-0.00101637,0.773747,0.196172,0.801473,0,0
1081,0.506961,-2.51886,-4.00251,15.86,1161.13,171.697,-75.1115,1141.89,581.842,0,0,0.00120473,0.0001817,0.000254858,0.77257,0.19608,0.800311,0,0
1082,0.510168,-2.51887,-3.98883,15.874,1154.9,167.88,-66.5577,1136.91,596.608,0,0,0.00120473,0.0001817,0.00368637,0.769438,0.195506,0.797138,0,0
1083,0.513374,-2.51888,-3.97515,15.8881,1148.68,164.062,-58.0036,1131.94,611.374,0,0,0.00120473,0.0001817,0.00711796,0.766307,0.194931,0.793964,0,0
1084,0.516581,-2.5189,-3.96147,15.9021,1142.45,160.244,-49.4498,1126.96,626.139,0,0,0.00120473,0.0001817,0.0105495,0.763175,0.194357,0.79079,0,0
1085,0.519787,-2.51891,-3.94779,15.9162,1136.23,156.426,-40.8959,1121.99,640.904,0,0,0.00120473,0.0001817,0.013981,0.760043,0.193782,0.787617,0,0
1086,0.522994,-2.51892,-3.9341,15.9303,1130,152.608,-32.3419,1117.01,655.67,0,0,0.00120473,0.0001817,0.0174126,0.756912,0.193208,0.784443,0,0
1087,0.5262,-2.51893,-3.92042,15.9443,1123.78,148.79,-23.7881,1112.04,670.436,0,0,0.00120473,0.0001817,0.0208441,0.75378,0.192633,0.781269,0,0
1088,0.529407,-2.51895,-3.90674,15.9584,1117.8,145.526,-15.8793,1107.07,682.66,0,0,0.00120473,0.0001817,0.0240722,0.752,0.190538,0.778956,0,0
1089,0.532613,-2.51896,-3.89306,15.9724,1112.71,144.211,-10.2389,1102.14,685.951,0,0,0.00120473,0.0001817,0.0265852,0.754971,0.183091,0.779669,0,0
1090,0.53582,-2.51897,-3.87937,15.9865,1107.63,142.896,-4.59866,1097.21,689.242,0,0,0.00120473,0.0001817,0.029098,0.757942,0.175644,0.780382,0,0
1091,0.539026,-2.51898,-3.86569,16.0005,1102.47,141.532,1.01799,1092.21,692.436,0,0,0.00120473,0.0001817,0.0315718,0.760753,0.168483,0.781028,0,0
1092,0.542233,-2.519,-3.85201,16.0146,1095.67,138.987,6.06898,1085.6,693.308,0,0,0.00120473,0.0001817,0.0331116,0.75975,0.168124,0.780093,0,0
1093,0.545439,-2.51901,-3.83833,16.0286,1088.88,136.442,11.12,1078.99,694.181,0,0,0.00120473,0.0001817,0.0346514,0.758747,0.167765,0.779158,0,0
1094,0.548646,-2.51902,-3.82465,16.0427,1082.09,133.898,16.1711,1072.38,695.054,0,0,0.00120473,0.0001817,0.0361911,0.757743,0.167406,0.778224,0,0
1095,0.551852,-2.51903,-3.81096,16.0567,1075.29,131.353,21.2221,1065.77,695.927,0,0,0.00120473,0.0001817,0.0377309,0.75674,0.167047,0.777289,0,0
1096,0.555059,-2.51905,-3.79728,16.0708,1075.13,128.13,28.0337,1065.41,697.642,0,0,0.00120473,0.0001817,0.0393374,0.75595,0.170309,0.777416,0,0
1097,0.558265,-2.51906,-3.7836,16.0848,1075.31,124.872,34.9375,1065.37,699.401,0,0,0.00120473,0.0001817,0.0409474,0.75517,0.17376,0.777599,0,0
1098,0.561472,-2.51907,-3.76992,16.0989,1075.49,121.614,41.8412,1065.34,701.161,0,0,0.00120473,0.0001817,0.0425574,0.754391,0.17721,0.777782,0,0
1099,0.564678,-2.51908,-3.75623,16.1129,1075.67,118.356,48.7448,1065.3,702.92,0,0,0.00120473,0.0001817,0.0441674,0.753611,0.180661,0.777965,0,0
1100,0.567884,-2.5191,-3.74255,16.127,1075.85,115.098,55.6486,1065.26,704.68,0,0,0.00120473,0.0001817,0.0457774,0.752832,0.184112,0.778148,0,0
1101,0.571091,-2.51911,-3.72887,16.141,1076.03,111.84,62.5523,1065.22,706.439,0,0,0.00120473,0.0001817,0.0473873,0.752052,0.187562,0.77833,0,0
1102,0.562173,-2.51911,-3.71642,16.1564,1062.43,105.755,66.6038,1051.81,706.114,0,0,0.00120473,0.0001817,0.048533,0.750744,0.185048,0.776758,0,0
1103,0.553256,-2.51912,-3.70396,16.1717,1048.83,99.6699,70.6554,1038.39,705.789,0,0,0.00120473,0.0001817,0.0496786,0.749436,0.182533,0.775185,0,0
1104,0.544338,-2.51913,-3.69151,16.187,1035.22,93.5849,74.7069,1024.98,705.464,0,0,0.00120473,0.0001817,0.0508243,0.748128,0.180018,0.773613,0,0
