Analysis: Scenario 1,,,,,,,,,,,,,,,,,,,,,,,
Length Units,centimeter,,,,,,,,,,,,,,,,,,,,,,
0, x, y, z, x-axis value,(1) Velocity Magnitude(cm/s),(2) Vx-Velocity(cm/s),(3) Vy-Velocity(cm/s),(4) Vz-Velocity(cm/s),(5) Static Pressure(dyne/cm2),(6) Temperature(Celsius),(7) Scalar variable(),(8) Density(g/cm3),(9) Viscosity(poise),(10) Shear Stress XY (Tau-XY)(dyne/cm2),(11) Shear Stress YZ (Tau-YZ)(dyne/cm2),(12) Shear Stress ZX (Tau-ZX)(dyne/cm2),(13) Shear Stress (Tau) Magnitude(dyne/cm2),(14) Wall Film Coefficients(W/cm2/K),(15) Wall Heat Flux(W/cm2),(16) Absolute Pressure(dyne/cm2),(17) Total Pressure(dyne/cm2),(18) Total Temperature(Celsius),(19) Mach Number()
227,0.0445599,-2.5068,-3.91796,1.86402,1175.61,-27.8386,-25.8219,1170.35,142.499,0,0,0.00120473,0.0001817,0.0342831,1.69372,-0.026114,1.6954,0,0,1.01E+06,1.01E+06,0.0928007,0.0354831
228,0.0520676,-2.5068,-3.91454,1.87228,1173.37,-25.5205,-26.2993,1168.23,145.201,0,0,0.00120473,0.0001817,0.0370204,1.70657,-0.0266081,1.70826,0,0,1.01E+06,1.01E+06,0.09155,0.0354152
229,0.0595752,-2.5068,-3.91111,1.88053,1171.12,-23.2023,-26.7768,1166.11,147.903,0,0,0.00120473,0.0001817,0.0397576,1.71943,-0.0271022,1.72112,0,0,1.01E+06,1.01E+06,0.0902992,0.0353473
230,0.0670829,-2.5068,-3.90769,1.88878,1168.87,-20.8841,-27.2542,1163.98,150.605,0,0,0.00120473,0.0001817,0.0424948,1.73228,-0.0275964,1.73398,0,0,1.01E+06,1.01E+06,0.0890485,0.0352795
231,0.0745905,-2.5068,-3.90426,1.89703,1166.62,-18.5659,-27.7317,1161.86,153.308,0,0,0.00120473,0.0001817,0.0452321,1.74514,-0.0280905,1.74683,0,0,1.01E+06,1.01E+06,0.0877978,0.0352116
232,0.0820982,-2.5068,-3.90084,1.90529,1164.37,-16.2477,-28.2091,1159.73,156.01,0,0,0.00120473,0.0001817,0.0479693,1.75799,-0.0285846,1.75969,0,0,1.01E+06,1.01E+06,0.086547,0.0351437
233,0.0896058,-2.5068,-3.89741,1.91354,1162.12,-13.9295,-28.6866,1157.61,158.712,0,0,0.00120473,0.0001817,0.0507065,1.77084,-0.0290787,1.77255,0,0,1.01E+06,1.01E+06,0.0852963,0.0350758
234,0.0971135,-2.5068,-3.89399,1.92179,1161.59,-11.5689,-29.1374,1156.69,161.467,0,0,0.00120473,0.0001817,0.0532625,1.78097,-0.0295115,1.78269,0,0,1.01E+06,1.01E+06,0.0843134,0.0350599
235,0.104621,-2.5068,-3.89056,1.93004,1163.02,-9.15985,-29.5579,1157.14,164.28,0,0,0.00120473,0.0001817,0.0556124,1.788,-0.0298745,1.78974,0,0,1.01E+06,1.01E+06,0.0836352,0.035103
236,0.112129,-2.5068,-3.88714,1.93829,1164.45,-6.75083,-29.9783,1157.6,167.092,0,0,0.00120473,0.0001817,0.0579623,1.79503,-0.0302376,1.7968,0,0,1.01E+06,1.01E+06,0.082957,0.0351461
237,0.119636,-2.5068,-3.88371,1.94655,1165.88,-4.34182,-30.3988,1158.06,169.905,0,0,0.00120473,0.0001817,0.0603122,1.80207,-0.0306006,1.80385,0,0,1.01E+06,1.01E+06,0.0822788,0.0351892
238,0.127144,-2.5068,-3.88029,1.9548,1167.31,-1.93275,-30.8193,1158.51,172.719,0,0,0.00120473,0.0001817,0.062662,1.8091,-0.0309636,1.8109,0,0,1.01E+06,1.01E+06,0.0816006,0.0352324
239,0.134652,-2.5068,-3.87686,1.96305,1163.98,-0.952836,-29.7146,1153.93,175.861,0,0,0.00120473,0.0001817,0.0658745,1.80708,-0.0337213,1.80927,0,0,1.01E+06,1.01E+06,0.0810536,0.0351319
240,0.142159,-2.5068,-3.87343,1.9713,1155.55,-1.5023,-26.9777,1143.96,179.356,0,0,0.00120473,0.0001817,0.0700103,1.79537,-0.0390416,1.79835,0,0,1.01E+06,1.01E+06,0.080647,0.0348777
241,0.149667,-2.5068,-3.87001,1.97955,1147.13,-2.05177,-24.2407,1133.98,182.85,0,0,0.00120473,0.0001817,0.0741461,1.78367,-0.0443619,1.78742,0,0,1.01E+06,1.01E+06,0.0802404,0.0346234
242,0.152153,-2.5068,-3.86365,1.98638,1165.15,-0.61288,-22.9789,1146.48,191.015,0,0,0.00120473,0.0001817,0.0729453,1.76184,-0.0454007,1.7658,0,0,1.01E+06,1.01E+06,0.0817546,0.0351673
243,0.154639,-2.5068,-3.85729,1.99321,1163.29,0.980651,-24.7178,1148.75,198.894,0,0,0.00120473,0.0001817,0.0704356,1.76068,-0.0469125,1.76474,0,0,1.01E+06,1.01E+06,0.0818356,0.0351111
244,0.157125,-2.5068,-3.85093,2.00004,1165.66,3.20911,-25.9047,1151.29,206.176,0,0,0.00120473,0.0001817,0.0659371,1.76594,-0.0474061,1.76973,0,0,1.01E+06,1.01E+06,0.0821717,0.0351827
245,0.159611,-2.5068,-3.84457,2.00687,1168.04,5.43756,-27.0917,1153.83,213.457,0,0,0.00120473,0.0001817,0.0614385,1.77121,-0.0478996,1.77472,0,0,1.01E+06,1.01E+06,0.0825078,0.0352543
246,0.162097,-2.5068,-3.83821,2.01369,1170.41,7.66601,-28.2787,1156.37,220.739,0,0,0.00120473,0.0001817,0.05694,1.77647,-0.0483932,1.77972,0,0,1.01E+06,1.01E+06,0.082844,0.0353259
247,0.164583,-2.5068,-3.83185,2.02052,1161.43,8.79257,-27.0215,1148.11,227.011,0,0,0.00120473,0.0001817,0.0549316,1.7805,-0.0451028,1.78375,0,0,1.01E+06,1.01E+06,0.0816751,0.0350551
248,0.167069,-2.5068,-3.82549,2.02735,1151.47,9.82237,-25.5497,1138.9,233.195,0,0,0.00120473,0.0001817,0.053142,1.78442,-0.0414802,1.7877,0,0,1.01E+06,1.01E+06,0.0803741,0.0347542
249,0.169555,-2.5068,-3.81913,2.03418,1141.5,10.8522,-24.078,1129.69,239.379,0,0,0.00120473,0.0001817,0.0513523,1.78835,-0.0378575,1.79165,0,0,1.01E+06,1.01E+06,0.0790732,0.0344533
250,0.172041,-2.5068,-3.81278,2.04101,1131.53,11.882,-22.6062,1120.47,245.564,0,0,0.00120473,0.0001817,0.0495626,1.79227,-0.0342349,1.79559,0,0,1.01E+06,1.01E+06,0.0777722,0.0341524
251,0.174527,-2.5068,-3.80642,2.04783,1121.56,12.9118,-21.1344,1111.26,251.748,0,0,0.00120473,0.0001817,0.0477728,1.79619,-0.0306121,1.79954,0,0,1.01E+06,1.01E+06,0.0764712,0.0338515
252,0.177013,-2.5068,-3.80006,2.05466,1118.78,13.9783,-19.7587,1108.54,257.462,0,0,0.00120473,0.0001817,0.0455095,1.78803,-0.0248488,1.79165,0,0,1.01E+06,1.01E+06,0.0764134,0.0337677
253,0.179499,-2.5068,-3.7937,2.06149,1116.74,15.0485,-18.3929,1106.48,263.127,0,0,0.00120473,0.0001817,0.0431977,1.77863,-0.0188663,1.78255,0,0,1.01E+06,1.01E+06,0.076483,0.0337062
254,0.181985,-2.5068,-3.78734,2.06832,1114.7,16.1187,-17.0271,1104.42,268.793,0,0,0.00120473,0.0001817,0.0408859,1.76924,-0.0128838,1.77344,0,0,1.01E+06,1.01E+06,0.0765525,0.0336446
255,0.184471,-2.5068,-3.78098,2.07515,1112.66,17.1889,-15.6612,1102.36,274.458,0,0,0.00120473,0.0001817,0.038574,1.75984,-0.00690131,1.76434,0,0,1.01E+06,1.01E+06,0.0766221,0.033583
256,0.186957,-2.5068,-3.77462,2.08197,1110.62,18.2591,-14.2954,1100.3,280.124,0,0,0.00120473,0.0001817,0.0362622,1.75045,-0.00091882,1.75524,0,0,1.01E+06,1.01E+06,0.0766916,0.0335215
257,0.189443,-2.5068,-3.76826,2.0888,1108.58,19.3293,-12.9295,1098.24,285.789,0,0,0.00120473,0.0001817,0.0339504,1.74105,0.00506368,1.74613,0,0,1.01E+06,1.01E+06,0.0767612,0.0334599
258,0.191929,-2.5068,-3.7619,2.09563,1106.54,20.3995,-11.5637,1096.19,291.455,0,0,0.00120473,0.0001817,0.0316386,1.73165,0.0110462,1.73703,0,0,1.01E+06,1.01E+06,0.0768308,0.0333983
259,0.194415,-2.5068,-3.75554,2.10246,1104.5,21.4697,-10.1979,1094.13,297.12,0,0,0.00120473,0.0001817,0.0293268,1.72226,0.0170287,1.72793,0,0,1.01E+06,1.01E+06,0.0769003,0.0333368
260,0.196901,-2.5068,-3.74918,2.10929,1102.46,22.5399,-8.83201,1092.07,302.786,0,0,0.00120473,0.0001817,0.027015,1.71286,0.0230112,1.71882,0,0,1.01E+06,1.01E+06,0.0769699,0.0332752
261,0.199387,-2.5068,-3.74282,2.11611,1100.42,23.6101,-7.46617,1090.01,308.451,0,0,0.00120473,0.0001817,0.0247032,1.70347,0.0289937,1.70972,0,0,1.01E+06,1.01E+06,0.0770395,0.0332136
262,0.196376,-2.5068,-3.73692,2.12274,1100.3,24.9387,-7.16541,1090.67,316.451,0,0,0.00120473,0.0001817,0.0222201,1.70921,0.0323275,1.715,0,0,1.01E+06,1.01E+06,0.0754365,0.0332099
263,0.193365,-2.5068,-3.73101,2.12937,1100.18,26.2674,-6.86465,1091.33,324.452,0,0,0.00120473,0.0001817,0.019737,1.71496,0.0356614,1.72029,0,0,1.01E+06,1.01E+06,0.0738335,0.0332062
264,0.190353,-2.5068,-3.72511,2.136,1100.05,27.596,-6.5639,1091.99,332.452,0,0,0.00120473,0.0001817,0.0172539,1.72071,0.0389953,1.72557,0,0,1.01E+06,1.01E+06,0.0722306,0.0332025
265,0.187342,-2.5068,-3.7192,2.14263,1099.93,28.9247,-6.26314,1092.64,340.452,0,0,0.00120473,0.0001817,0.0147708,1.72645,0.0423292,1.73085,0,0,1.01E+06,1.01E+06,0.0706276,0.0331988
266,0.184331,-2.5068,-3.7133,2.14926,1099.81,30.2534,-5.96235,1093.3,348.452,0,0,0.00120473,0.0001817,0.0122876,1.7322,0.0456632,1.73614,0,0,1.01E+06,1.01E+06,0.0690246,0.0331951
267,0.18132,-2.5068,-3.70739,2.15589,1099.69,31.582,-5.66159,1093.96,356.452,0,0,0.00120473,0.0001817,0.00980447,1.73794,0.0489971,1.74142,0,0,1.01E+06,1.01E+06,0.0674217,0.0331914
268,0.178309,-2.5068,-3.70148,2.16252,1099.56,32.9107,-5.36083,1094.62,364.452,0,0,0.00120473,0.0001817,0.00732138,1.74369,0.052331,1.74671,0,0,1.01E+06,1.01E+06,0.0658187,0.0331876
269,0.175298,-2.5068,-3.69558,2.16914,1104.66,34.2659,-5.12981,1099.99,372.111,0,0,0.00120473,0.0001817,0.00449454,1.74067,0.0572185,1.7434,0,0,1.01E+06,1.01E+06,0.0651181,0.0333415
270,0.172287,-2.5068,-3.68967,2.17577,1115.01,35.6479,-4.96894,1110.09,379.426,0,0,0.00120473,0.0001817,0.00132189,1.72883,0.063669,1.73144,0,0,1.01E+06,1.01E+06,0.0653252,0.0336539
271,0.169276,-2.5068,-3.68377,2.1824,1125.36,37.0299,-4.80807,1120.2,386.741,0,0,0.00120473,0.0001817,-0.00185077,1.71699,0.0701195,1.71949,0,0,1.01E+06,1.01E+06,0.0655323,0.0339662
272,0.166265,-2.5068,-3.67786,2.18903,1123.47,37.684,-3.64214,1118.67,394.684,0,0,0.00120473,0.0001817,-0.00478258,1.70723,0.0732182,1.70967,0,0,1.01E+06,1.01E+06,0.0647931,0.0339094
273,0.163253,-2.5068,-3.67196,2.19566,1124.24,39.7188,-3.31835,1119.85,404.56,0,0,0.00120473,0.0001817,-0.00750406,1.69955,0.0744444,1.70195,0,0,1.01E+06,1.01E+06,0.0644142,0.0339326
274,0.160242,-2.5068,-3.66605,2.20229,1116.93,40.2704,-2.40638,1114.43,414.918,0,0,0.00120473,0.0001817,-0.0106546,1.69555,0.0730051,1.69776,0,0,1.01E+06,1.01E+06,0.0632748,0.033712
275,0.157231,-2.5068,-3.66015,2.20892,1104.29,39.6804,-0.641253,1103.51,423.816,0,0,0.00120473,0.0001817,-0.0139588,1.68682,0.0707096,1.68887,0,0,1.01E+06,1.01E+06,0.0619795,0.0333303
276,0.15422,-2.5068,-3.65424,2.21555,1093.45,39.5743,1.24953,1092.64,431.048,0,0,0.00120473,0.0001817,-0.0170985,1.66607,0.067618,1.66819,0,0,1.01E+06,1.01E+06,0.0616969,0.0330031
277,0.151209,-2.5068,-3.64834,2.22218,1082.61,39.4683,3.14038,1081.76,438.281,0,0,0.00120473,0.0001817,-0.0202382,1.64531,0.0645264,1.64752,0,0,1.01E+06,1.01E+06,0.0614144,0.0326759
278,0.148198,-2.5068,-3.64243,2.2288,1076.67,39.4663,5.66097,1075.75,444.618,0,0,0.00120473,0.0001817,-0.0231462,1.62724,0.0631949,1.6297,0,0,1.01E+06,1.01E+06,0.0614128,0.0324966
279,0.145187,-2.5068,-3.63652,2.23543,1071.16,39.4735,8.23766,1070.18,450.875,0,0,0.00120473,0.0001817,-0.0260336,1.6094,0.0620201,1.61213,0,0,1.01E+06,1.01E+06,0.0614362,0.0323304
280,0.142176,-2.5068,-3.63062,2.24206,1065.66,39.4807,10.8143,1064.61,457.131,0,0,0.00120473,0.0001817,-0.028921,1.59156,0.0608454,1.59456,0,0,1.01E+06,1.01E+06,0.0614596,0.0321643
281,0.139165,-2.5068,-3.62471,2.24869,1060.15,39.4879,13.391,1059.03,463.388,0,0,0.00120473,0.0001817,-0.0318084,1.57372,0.0596706,1.57699,0,0,1.01E+06,1.01E+06,0.0614831,0.0319981
282,0.133253,-2.5068,-3.62156,2.25539,1048,38.6079,14.2638,1046.91,470.156,0,0,0.00120473,0.0001817,-0.0346304,1.54908,0.0535301,1.5522,0,0,1.01E+06,1.01E+06,0.060994,0.0316314
283,0.127342,-2.5068,-3.61841,2.26209,1035.85,37.7279,15.1367,1034.79,476.924,0,0,0.00120473,0.0001817,-0.0374524,1.52445,0.0473897,1.52741,0,0,1.01E+06,1.01E+06,0.0605049,0.0312648
284,0.121431,-2.5068,-3.61525,2.26879,1023.71,36.8479,16.0095,1022.66,483.691,0,0,0.00120473,0.0001817,-0.0402743,1.49982,0.0412492,1.50263,0,0,1.01E+06,1.01E+06,0.0600158,0.0308981
285,0.11552,-2.5068,-3.6121,2.27549,1011.56,35.9679,16.8822,1010.54,490.459,0,0,0.00120473,0.0001817,-0.0430963,1.47519,0.0351087,1.47784,0,0,1.01E+06,1.01E+06,0.0595267,0.0305315
286,0.109609,-2.5068,-3.60895,2.28219,1001.67,35.1358,18.0454,1000.66,496.814,0,0,0.00120473,0.0001817,-0.0458115,1.45179,0.0297796,1.45436,0,0,1.01E+06,1.01E+06,0.0591671,0.030233
287,0.103697,-2.5068,-3.60579,2.28889,994.154,34.3542,19.5138,993.139,502.735,0,0,0.00120473,0.0001817,-0.0484145,1.42968,0.0253035,1.43227,0,0,1.01E+06,1.01E+06,0.0589437,0.0300062
288,0.0977863,-2.5068,-3.60264,2.29559,986.639,33.5725,20.9822,985.618,508.655,0,0,0.00120473,0.0001817,-0.0510174,1.40758,0.0208274,1.41018,0,0,1.01E+06,1.01E+06,0.0587203,0.0297793
289,0.0918751,-2.5068,-3.59949,2.30229,979.124,32.7908,22.4505,978.097,514.576,0,0,0.00120473,0.0001817,-0.0536203,1.38548,0.0163514,1.38809,0,0,1.01E+06,1.01E+06,0.0584969,0.0295525
290,0.0859639,-2.5068,-3.59634,2.30899,971.609,32.0092,23.9189,970.576,520.496,0,0,0.00120473,0.0001817,-0.0562233,1.36338,0.0118753,1.36599,0,0,1.01E+06,1.01E+06,0.0582735,0.0293257
291,0.0800527,-2.5068,-3.59318,2.31569,972.75,30.2644,27.5389,971.611,518.311,0,0,0.00120473,0.0001817,-0.0561,1.37459,0.0048265,1.37703,0,0,1.01E+06,1.01E+06,0.0574775,0.0293601
292,0.0741415,-2.5068,-3.59003,2.32239,974.174,28.4881,31.2294,972.926,515.86,0,0,0.00120473,0.0001817,-0.0558872,1.3869,-0.0023066,1.38916,0,0,1.01E+06,1.01E+06,0.0566628,0.0294031
293,0.0682304,-2.5068,-3.58688,2.32909,975.599,26.7118,34.9201,974.242,513.409,0,0,0.00120473,0.0001817,-0.0556745,1.39921,-0.00943979,1.40128,0,0,1.01E+06,1.01E+06,0.055848,0.0294461
294,0.0623192,-2.5068,-3.58372,2.33578,977.024,24.9355,38.6106,975.557,510.957,0,0,0.00120473,0.0001817,-0.0554617,1.41152,-0.0165729,1.4134,0,0,1.01E+06,1.01E+06,0.0550332,0.0294891
295,0.056408,-2.5068,-3.58057,2.34248,978.448,23.1591,42.3011,976.872,508.506,0,0,0.00120473,0.0001817,-0.055249,1.42383,-0.023706,1.42553,0,0,1.01E+06,1.01E+06,0.0542184,0.0295321
296,0.0504968,-2.5068,-3.57742,2.34918,979.873,21.3828,45.9917,978.187,506.055,0,0,0.00120473,0.0001817,-0.0550363,1.43614,-0.0308392,1.43765,0,0,1.01E+06,1.01E+06,0.0534036,0.0295751
297,0.0445856,-2.5068,-3.57426,2.35588,981.405,20.0556,46.2506,979.64,508.962,0,0,0.00120473,0.0001817,-0.0527742,1.42437,-0.0316084,1.42584,0,0,1.01E+06,1.01E+06,0.0543302,0.0296214
298,0.0386744,-2.5068,-3.57111,2.36258,982.63,18.55,45.7681,980.815,514.357,0,0,0.00120473,0.0001817,-0.0503983,1.41052,-0.0325855,1.41198,0,0,1.01E+06,1.01E+06,0.0553434,0.0296583
299,0.0327632,-2.5068,-3.56796,2.36928,983.854,17.0443,45.2856,981.99,519.752,0,0,0.00120473,0.0001817,-0.0480224,1.39667,-0.0335626,1.39811,0,0,1.01E+06,1.01E+06,0.0563566,0.0296953
300,0.026852,-2.5068,-3.5648,2.37598,985.079,15.5386,44.8031,983.165,525.147,0,0,0.00120473,0.0001817,-0.0456465,1.38282,-0.0345399,1.38425,0,0,1.01E+06,1.01E+06,0.0573698,0.0297322
301,0.0209409,-2.5068,-3.56165,2.38268,986.303,14.033,44.3206,984.34,530.542,0,0,0.00120473,0.0001817,-0.0432706,1.36897,-0.035517,1.37039,0,0,1.01E+06,1.01E+06,0.058383,0.0297692
302,0.0125076,-2.5068,-3.56568,2.39203,997.336,13.3184,44.6899,995.23,519.152,0,0,0.00120473,0.0001817,-0.0391181,1.35541,-0.0315711,1.35658,0,0,1.01E+06,1.01E+06,0.0600836,0.0301022
303,0.00407442,-2.5068,-3.5697,2.40137,1008.37,12.6038,45.0592,1006.12,507.763,0,0,0.00120473,0.0001817,-0.0349656,1.34186,-0.0276253,1.34278,0,0,1.01E+06,1.01E+06,0.0617842,0.0304352
304,-0.0043588,-2.5068,-3.57373,2.41072,1015.41,10.9282,44.2943,1013.18,506.175,0,0,0.00120473,0.0001817,-0.0327287,1.34513,-0.0285874,1.34602,0,0,1.01E+06,1.01E+06,0.0622595,0.0306478
305,-0.012792,-2.5068,-3.57776,2.42006,1016.7,8.84519,45.2591,1014.58,508.212,0,0,0.00120473,0.0001817,-0.034325,1.38747,-0.0350958,1.38858,0,0,1.01E+06,1.01E+06,0.0603736,0.0306868
306,-0.0212252,-2.5068,-3.58178,2.42941,1017.99,6.76217,46.2238,1015.98,510.249,0,0,0.00120473,0.0001817,-0.0359214,1.4298,-0.0416043,1.43114,0,0,1.01E+06,1.01E+06,0.0584876,0.0307257
307,-0.0296585,-2.5068,-3.58581,2.43875,1019.29,4.67914,47.1884,1017.38,512.285,0,0,0.00120473,0.0001817,-0.0375177,1.47214,-0.0481127,1.4737,0,0,1.01E+06,1.01E+06,0.0566016,0.0307647
308,-0.0380917,-2.5068,-3.58983,2.4481,1020.58,2.59613,48.1532,1018.79,514.322,0,0,0.00120473,0.0001817,-0.0391141,1.51448,-0.0546211,1.51626,0,0,1.01E+06,1.01E+06,0.0547157,0.0308037
309,-0.0465249,-2.5068,-3.59386,2.45744,1021.89,0.508982,48.7421,1020.21,516.768,0,0,0.00120473,0.0001817,-0.0405852,1.55151,-0.0609671,1.55352,0,0,1.01E+06,1.01E+06,0.0531175,0.0308434
310,-0.0549581,-2.5068,-3.59789,2.46679,1027.36,-1.54604,47.1785,1025.74,519.582,0,0,0.00120473,0.0001817,-0.0409971,1.54595,-0.0648379,1.54816,0,0,1.01E+06,1.01E+06,0.0543431,0.0310084
311,-0.0633913,-2.5068,-3.60191,2.47613,1039.3,-3.48207,48.0357,1037.67,516.476,0,0,0.00120473,0.0001817,-0.0416489,1.55439,-0.0671945,1.55668,0,0,1.01E+06,1.01E+06,0.0556628,0.0313689
312,-0.0718246,-2.5068,-3.60594,2.48548,1051.25,-5.4181,48.8929,1049.61,513.37,0,0,0.00120473,0.0001817,-0.0423007,1.56283,-0.0695511,1.5652,0,0,1.01E+06,1.01E+06,0.0569824,0.0317294
313,-0.0802578,-2.5068,-3.60997,2.49482,1063.19,-7.35413,49.7502,1061.54,510.265,0,0,0.00120473,0.0001817,-0.0429526,1.57127,-0.0719078,1.57371,0,0,1.01E+06,1.01E+06,0.058302,0.0320899
314,-0.088691,-2.5068,-3.61399,2.50417,1075.14,-9.29015,50.6074,1073.48,507.159,0,0,0.00120473,0.0001817,-0.0436044,1.57972,-0.0742645,1.58223,0,0,1.01E+06,1.01E+06,0.0596217,0.0324504
315,-0.0971242,-2.5068,-3.61802,2.51351,1087.08,-11.2262,51.4647,1085.42,504.053,0,0,0.00120473,0.0001817,-0.0442563,1.58816,-0.0766212,1.59075,0,0,1.01E+06,1.01E+06,0.0609413,0.032811
316,-0.105557,-2.5068,-3.62205,2.52286,1098.16,-13.2667,52.0785,1096.48,500.875,0,0,0.00120473,0.0001817,-0.0445899,1.59176,-0.0780688,1.59447,0,0,1.01E+06,1.01E+06,0.0624994,0.0331452
317,-0.113991,-2.5068,-3.62607,2.5322,1108.9,-15.347,52.5999,1107.2,497.67,0,0,0.00120473,0.0001817,-0.0448027,1.59352,-0.0791714,1.59637,0,0,1.01E+06,1.01E+06,0.0641482,0.0334694
318,-0.122424,-2.5068,-3.6301,2.54155,1121.06,-17.832,52.844,1119.32,493.958,0,0,0.00120473,0.0001817,-0.0434924,1.58306,-0.0786529,1.58619,0,0,1.01E+06,1.01E+06,0.0665945,0.0338365
319,-0.130857,-2.5068,-3.63412,2.55089,1139.35,-22.0623,51.8919,1137.42,488.06,0,0,0.00120473,0.0001817,-0.0356153,1.51988,-0.0711448,1.5239,0,0,1.01E+06,1.01E+06,0.0724801,0.0343887
320,-0.13929,-2.5068,-3.63815,2.56024,1157.65,-26.2926,50.9399,1155.53,482.162,0,0,0.00120473,0.0001817,-0.027738,1.4567,-0.0636366,1.4616,0,0,1.01E+06,1.01E+06,0.0783657,0.0349409
321,-0.147724,-2.5068,-3.64218,2.56958,1175.94,-30.5228,49.9878,1173.63,476.264,0,0,0.00120473,0.0001817,-0.0198609,1.39352,-0.0561285,1.39931,0,0,1.01E+06,1.01E+06,0.0842513,0.0354931
322,-0.146705,-2.5068,-3.65064,2.57811,1178.78,-28.7309,48.291,1176.7,472.705,0,0,0.00120473,0.0001817,-0.0253273,1.4335,-0.0591698,1.43865,0,0,1.01E+06,1.01E+06,0.0821111,0.0355785
323,-0.145686,-2.5068,-3.65911,2.58664,1181.61,-26.9389,46.5942,1179.77,469.146,0,0,0.00120473,0.0001817,-0.0307938,1.47348,-0.0622111,1.47798,0,0,1.01E+06,1.01E+06,0.079971,0.035664
324,-0.144668,-2.5068,-3.66758,2.59517,1184.44,-25.1469,44.8975,1182.83,465.587,0,0,0.00120473,0.0001817,-0.0362603,1.51346,-0.0652525,1.51732,0,0,1.01E+06,1.01E+06,0.0778308,0.0357495
325,-0.143649,-2.5068,-3.67605,2.6037,1187.96,-23.5519,43.0656,1186.58,461.781,0,0,0.00120473,0.0001817,-0.0409853,1.54748,-0.0675047,1.55077,0,0,1.01E+06,1.01E+06,0.076079,0.0358559
326,-0.142631,-2.5068,-3.68451,2.61222,1196.99,-23.5229,40.1606,1195.7,456.014,0,0,0.00120473,0.0001817,-0.0398182,1.53421,-0.0634853,1.53747,0,0,1.01E+06,1.01E+06,0.077413,0.0361283
327,-0.141612,-2.5068,-3.69298,2.62075,1206.02,-23.4939,37.2555,1204.81,450.247,0,0,0.00120473,0.0001817,-0.0386511,1.52093,-0.0594661,1.52416,0,0,1.01E+06,1.01E+06,0.078747,0.0364007
328,-0.140593,-2.5068,-3.70145,2.62928,1215.04,-23.4649,34.3505,1213.93,444.48,0,0,0.00120473,0.0001817,-0.037484,1.50766,-0.0554468,1.51086,0,0,1.01E+06,1.01E+06,0.080081,0.0366731
329,-0.139575,-2.5068,-3.70991,2.63781,1219.17,-21.9602,33.5893,1215.9,433.473,0,0,0.00120473,0.0001817,-0.0380389,1.50085,-0.0531746,1.50402,0,0,1.01E+06,1.01E+06,0.0806843,0.0367976
330,-0.138556,-2.5068,-3.71838,2.64634,1218.58,-19.037,34.8889,1211.01,417.429,0,0,0.00120473,0.0001817,-0.040249,1.50025,-0.0525818,1.50338,0,0,1.01E+06,1.01E+06,0.0805853,0.0367798
331,-0.137538,-2.5068,-3.72685,2.65486,1229.26,-19.3799,32.5159,1220.78,406.274,0,0,0.00120473,0.0001817,-0.0392171,1.50374,-0.0491315,1.5069,0,0,1.01E+06,1.01E+06,0.0829004,0.0371022
332,-0.136519,-2.5068,-3.73531,2.66339,1240.54,-19.8967,29.9474,1231.33,395.379,0,0,0.00120473,0.0001817,-0.0380125,1.50744,-0.045529,1.51063,0,0,1.01E+06,1.01E+06,0.085344,0.0374427
333,-0.135501,-2.5068,-3.74378,2.67192,1251.82,-20.4136,27.3788,1241.87,384.485,0,0,0.00120473,0.0001817,-0.0368078,1.51114,-0.0419265,1.51436,0,0,1.01E+06,1.01E+06,0.0877876,0.0377832
334,-0.134482,-2.5068,-3.75225,2.68045,1259.59,-20.6103,24.7997,1249.43,372.977,0,0,0.00120473,0.0001817,-0.0366821,1.52186,-0.0390307,1.52506,0,0,1.01E+06,1.01E+06,0.0893243,0.0380177
335,-0.133463,-2.5068,-3.76071,2.68898,1257.28,-19.8874,22.1903,1248.37,359.706,0,0,0.00120473,0.0001817,-0.0396556,1.55273,-0.038165,1.55578,0,0,1.01E+06,1.01E+06,0.0882554,0.037948
336,-0.132445,-2.5068,-3.76918,2.6975,1254.97,-19.1644,19.5809,1247.31,346.435,0,0,0.00120473,0.0001817,-0.0426292,1.58361,-0.0372993,1.5865,0,0,1.01E+06,1.01E+06,0.0871865,0.0378783
337,-0.131426,-2.5068,-3.77765,2.70603,1252.66,-18.4415,16.9714,1246.26,333.163,0,0,0.00120473,0.0001817,-0.0456028,1.61448,-0.0364335,1.61722,0,0,1.01E+06,1.01E+06,0.0861175,0.0378086
338,-0.130408,-2.5068,-3.78612,2.71456,1250.35,-17.7185,14.362,1245.2,319.892,0,0,0.00120473,0.0001817,-0.0485763,1.64535,-0.0355678,1.64794,0,0,1.01E+06,1.01E+06,0.0850486,0.0377389
339,-0.129389,-2.5068,-3.79458,2.72309,1248.04,-16.9956,11.7525,1244.15,306.621,0,0,0.00120473,0.0001817,-0.0515499,1.67622,-0.0347021,1.67866,0,0,1.01E+06,1.01E+06,0.0839797,0.0376692
340,-0.128371,-2.5068,-3.80305,2.73162,1245.73,-16.2727,9.14312,1243.09,293.35,0,0,0.00120473,0.0001817,-0.0545234,1.70709,-0.0338363,1.70938,0,0,1.01E+06,1.01E+06,0.0829108,0.0375994
341,-0.127352,-2.5068,-3.81152,2.74014,1243.42,-15.5497,6.5337,1242.04,280.079,0,0,0.00120473,0.0001817,-0.0574969,1.73797,-0.0329706,1.7401,0,0,1.01E+06,1.01E+06,0.0818419,0.0375297
