Analysis: Scenario 1,,,,,,,,,,,,,,,,,,,
Length Units,centimeter,,,,,,,,,,,,,,,,,,
0, x, y, z, x-axis value,(1) Velocity Magnitude(cm/s),(2) Vx-Velocity(cm/s),(3) Vy-Velocity(cm/s),(4) Vz-Velocity(cm/s),(5) Static Pressure(dyne/cm2),(6) Temperature(Celsius),(7) Scalar variable(),(8) Density(g/cm3),(9) Viscosity(poise),(10) Shear Stress XY (Tau-XY)(dyne/cm2),(11) Shear Stress YZ (Tau-YZ)(dyne/cm2),(12) Shear Stress ZX (Tau-ZX)(dyne/cm2),(13) Shear Stress (Tau) Magnitude(dyne/cm2),(14) Wall Film Coefficients(W/cm2/K),(15) Wall Heat Flux(W/cm2)
295,-0.293157,-2.49653,-3.69649,1.53126,1328.68,-65.1833,-24.4151,1309.26,455.905,0,0,0.00120473,0.0001817,-0.0127165,1.55859,-0.0630924,1.59053,0,0
296,-0.293346,-2.49663,-3.70228,1.53706,1330.5,-64.9048,-26.7126,1312.43,449.452,0,0,0.00120473,0.0001817,-0.0122884,1.54183,-0.0604062,1.57288,0,0
297,-0.293534,-2.49673,-3.70807,1.54285,1332.32,-64.6762,-28.8488,1315.63,443.206,0,0,0.00120473,0.0001817,-0.0120646,1.52588,-0.0580013,1.55602,0,0
298,-0.293723,-2.49682,-3.71386,1.54865,1334.14,-64.4962,-30.8275,1318.86,437.164,0,0,0.00120473,0.0001817,-0.0120374,1.51069,-0.0558703,1.53992,0,0
299,-0.293912,-2.49692,-3.71966,1.55444,1335.97,-64.3637,-32.6522,1322.13,431.324,0,0,0.00120473,0.0001817,-0.0121997,1.49624,-0.0540069,1.52455,0,0
300,-0.2941,-2.49702,-3.72545,1.56023,1337.8,-64.2775,-34.3264,1325.42,425.683,0,0,0.00120473,0.0001817,-0.0125444,1.4825,-0.052404,1.50988,0,0
301,-0.294289,-2.49712,-3.73124,1.56603,1339.64,-64.2371,-35.8528,1328.76,420.239,0,0,0.00120473,0.0001817,-0.0130652,1.46944,-0.0510571,1.49589,0,0
302,-0.293232,-2.49726,-3.73814,1.57301,1341.12,-64.3569,-37.1035,1332.55,413.888,0,0,0.00120473,0.0001817,-0.0141792,1.45043,-0.0492263,1.4753,0,0
303,-0.292176,-2.4974,-3.74504,1.57999,1339.89,-65.1624,-36.0901,1331.69,405.285,0,0,0.00120473,0.0001817,-0.0166298,1.45475,-0.0533633,1.4786,0,0
304,-0.29112,-2.49754,-3.75193,1.58697,1333.2,-67.2856,-32.1468,1325.53,393.472,0,0,0.00120473,0.0001817,-0.0200127,1.45496,-0.0610901,1.47721,0,0
305,-0.290064,-2.49767,-3.75883,1.59395,1326.51,-69.4087,-28.2038,1319.37,381.659,0,0,0.00120473,0.0001817,-0.0233954,1.45518,-0.0688157,1.47582,0,0
306,-0.289008,-2.49781,-3.76573,1.60093,1319.81,-71.5319,-24.2607,1313.21,369.846,0,0,0.00120473,0.0001817,-0.0267782,1.45539,-0.0765416,1.47443,0,0
307,-0.287952,-2.49795,-3.77263,1.60791,1313.12,-73.6552,-20.3174,1307.05,358.034,0,0,0.00120473,0.0001817,-0.0301611,1.45561,-0.0842684,1.47305,0,0
308,-0.286895,-2.49809,-3.77953,1.61489,1312.21,-73.4588,-21.1482,1306.16,351.78,0,0,0.00120473,0.0001817,-0.030778,1.45997,-0.0803394,1.47694,0,0
309,-0.285839,-2.49823,-3.78643,1.62188,1312.02,-72.9686,-22.5835,1305.93,346.23,0,0,0.00120473,0.0001817,-0.0310445,1.46485,-0.074934,1.4815,0,0
310,-0.284783,-2.49837,-3.79333,1.62886,1311.84,-72.4785,-24.0187,1305.71,340.68,0,0,0.00120473,0.0001817,-0.0313111,1.46974,-0.0695287,1.48606,0,0
311,-0.283727,-2.49851,-3.80023,1.63584,1313.21,-71.7528,-25.6077,1307.07,334.188,0,0,0.00120473,0.0001817,-0.0320928,1.47389,-0.0667368,1.48999,0,0
312,-0.282671,-2.49865,-3.80713,1.64282,1316.41,-70.7493,-27.378,1310.31,326.585,0,0,0.00120473,0.0001817,-0.0334814,1.47716,-0.067025,1.49317,0,0
313,-0.281614,-2.49879,-3.81403,1.6498,1319.6,-69.7458,-29.1483,1313.54,318.983,0,0,0.00120473,0.0001817,-0.0348699,1.48043,-0.0673123,1.49634,0,0
314,-0.280558,-2.49893,-3.82092,1.65678,1322.8,-68.7422,-30.9187,1316.77,311.38,0,0,0.00120473,0.0001817,-0.0362585,1.48371,-0.0675997,1.49952,0,0
315,-0.279502,-2.49907,-3.82782,1.66376,1326,-67.7387,-32.6889,1320.01,303.777,0,0,0.00120473,0.0001817,-0.037647,1.48698,-0.0678878,1.5027,0,0
316,-0.278446,-2.49921,-3.83472,1.67074,1329.2,-66.7353,-34.4592,1323.24,296.174,0,0,0.00120473,0.0001817,-0.0390357,1.49026,-0.0681759,1.50588,0,0
317,-0.27739,-2.49934,-3.84162,1.67772,1332.4,-65.7317,-36.2296,1326.47,288.571,0,0,0.00120473,0.0001817,-0.0404242,1.49353,-0.0684633,1.50906,0,0
318,-0.276333,-2.49948,-3.84852,1.6847,1335.59,-64.7281,-37.9999,1329.71,280.969,0,0,0.00120473,0.0001817,-0.0418127,1.49681,-0.0687506,1.51223,0,0
319,-0.275277,-2.49962,-3.85542,1.69168,1338.79,-63.7247,-39.7702,1332.94,273.366,0,0,0.00120473,0.0001817,-0.0432014,1.50008,-0.0690388,1.51541,0,0
320,-0.274221,-2.49976,-3.86232,1.69866,1347.09,-62.3896,-39.6026,1335.3,266.074,0,0,0.00120473,0.0001817,-0.0452622,1.49727,-0.0710067,1.5125,0,0
321,-0.273165,-2.4999,-3.86922,1.70565,1378.75,-59.5355,-30.5603,1333.66,260.207,0,0,0.00120473,0.0001817,-0.0504012,1.46663,-0.080667,1.48168,0,0
322,-0.270084,-2.50003,-3.87362,1.71102,1398.37,-57.5685,-24.4954,1331.49,257.654,0,0,0.00120473,0.0001817,-0.0536895,1.4491,-0.0836398,1.46365,0,0
323,-0.267003,-2.50016,-3.87802,1.71639,1418,-55.6014,-18.4302,1329.33,255.102,0,0,0.00120473,0.0001817,-0.0569779,1.43156,-0.086613,1.44561,0,0
324,-0.263923,-2.50029,-3.88242,1.72176,1437.62,-53.6346,-12.3655,1327.17,252.549,0,0,0.00120473,0.0001817,-0.0602662,1.41403,-0.0895864,1.42757,0,0
325,-0.260842,-2.50042,-3.88682,1.72714,1457.24,-51.6675,-6.30034,1325,249.997,0,0,0.00120473,0.0001817,-0.0635546,1.3965,-0.0925596,1.40954,0,0
326,-0.257761,-2.50055,-3.89122,1.73251,1467.19,-49.6107,-0.990201,1320.42,247.348,0,0,0.00120473,0.0001817,-0.0665167,1.38631,-0.0929837,1.39901,0,0
327,-0.254681,-2.50068,-3.89562,1.73788,1453.94,-47.3384,2.51058,1310.05,244.469,0,0,0.00120473,0.0001817,-0.0686969,1.39375,-0.0872979,1.40648,0,0
328,-0.2516,-2.50082,-3.90002,1.74326,1440.68,-45.0659,6.01154,1299.67,241.589,0,0,0.00120473,0.0001817,-0.0708772,1.40118,-0.081612,1.41395,0,0
329,-0.248519,-2.50095,-3.90442,1.74863,1427.43,-42.7938,9.51216,1289.3,238.71,0,0,0.00120473,0.0001817,-0.0730574,1.40862,-0.0759267,1.42142,0,0
330,-0.245439,-2.50108,-3.90882,1.754,1414.18,-40.5214,13.0131,1278.93,235.83,0,0,0.00120473,0.0001817,-0.0752377,1.41605,-0.0702408,1.42889,0,0
331,-0.242358,-2.50121,-3.91322,1.75938,1400.93,-38.249,16.5139,1268.55,232.951,0,0,0.00120473,0.0001817,-0.0774179,1.42348,-0.0645549,1.43636,0,0
332,-0.239277,-2.50134,-3.91762,1.76475,1397.38,-37.1339,17.5677,1266.05,229.632,0,0,0.00120473,0.0001817,-0.0784486,1.42625,-0.0575451,1.4387,0,0
333,-0.236197,-2.50147,-3.92202,1.77012,1398.98,-36.6331,17.3223,1267.74,226.08,0,0,0.00120473,0.0001817,-0.0788689,1.42653,-0.0498322,1.43831,0,0
334,-0.233116,-2.5016,-3.92642,1.7755,1400.59,-36.1325,17.0766,1269.43,222.529,0,0,0.00120473,0.0001817,-0.0792891,1.42682,-0.0421198,1.43791,0,0
335,-0.230035,-2.50173,-3.93082,1.78087,1402.2,-35.6317,16.8313,1271.11,218.977,0,0,0.00120473,0.0001817,-0.0797094,1.4271,-0.0344069,1.43752,0,0
336,-0.226955,-2.50186,-3.93522,1.78624,1403.8,-35.131,16.5858,1272.79,215.425,0,0,0.00120473,0.0001817,-0.0801297,1.42739,-0.0266941,1.43713,0,0
337,-0.223874,-2.50199,-3.93962,1.79162,1405.41,-34.6302,16.3404,1274.48,211.873,0,0,0.00120473,0.0001817,-0.08055,1.42767,-0.0189813,1.43674,0,0
338,-0.220793,-2.50212,-3.94402,1.79699,1407.01,-34.1294,16.0951,1276.16,208.321,0,0,0.00120473,0.0001817,-0.0809703,1.42796,-0.0112684,1.43635,0,0
339,-0.217713,-2.50225,-3.94842,1.80236,1408.62,-33.6289,15.8494,1277.85,204.77,0,0,0.00120473,0.0001817,-0.0813905,1.42824,-0.00355611,1.43596,0,0
340,-0.214632,-2.50238,-3.95282,1.80773,1410.22,-33.1281,15.604,1279.53,201.218,0,0,0.00120473,0.0001817,-0.0818109,1.42853,0.0041568,1.43557,0,0
341,-0.211551,-2.50251,-3.95723,1.81311,1411.83,-32.6273,15.3586,1281.21,197.666,0,0,0.00120473,0.0001817,-0.0822311,1.42881,0.0118696,1.43517,0,0
342,-0.203143,-2.50269,-3.95905,1.82171,1406.13,-33.2867,13.0628,1284.76,198.781,0,0,0.00120473,0.0001817,-0.0815871,1.4441,0.0241695,1.44915,0,0
343,-0.194734,-2.50287,-3.96087,1.83032,1393.56,-35.7285,8.93678,1297.46,198.21,0,0,0.00120473,0.0001817,-0.0819001,1.47648,0.0242859,1.48123,0,0
344,-0.186325,-2.50305,-3.9627,1.83893,1380.99,-38.17,4.81104,1310.16,197.639,0,0,0.00120473,0.0001817,-0.0822132,1.50887,0.0244027,1.51331,0,0
345,-0.177916,-2.50323,-3.96452,1.84753,1368.42,-40.6118,0.685026,1322.87,197.069,0,0,0.00120473,0.0001817,-0.0825262,1.54125,0.0245192,1.54539,0,0
346,-0.169507,-2.5034,-3.96635,1.85614,1355.85,-43.0534,-3.44071,1335.57,196.498,0,0,0.00120473,0.0001817,-0.0828394,1.57364,0.024636,1.57747,0,0
347,-0.161098,-2.50358,-3.96817,1.86475,1346.05,-44.7102,-6.65779,1344.26,196.616,0,0,0.00120473,0.0001817,-0.0817064,1.59253,0.0242834,1.5961,0,0
348,-0.152689,-2.50376,-3.97,1.87335,1343.8,-44.2287,-7.39891,1342.01,198.611,0,0,0.00120473,0.0001817,-0.0766349,1.57465,0.0226534,1.57811,0,0
349,-0.14428,-2.50394,-3.97182,1.88196,1341.55,-43.7473,-8.14021,1339.77,200.605,0,0,0.00120473,0.0001817,-0.0715633,1.55678,0.0210232,1.56012,0,0
350,-0.135871,-2.50412,-3.97364,1.89057,1339.29,-43.2657,-8.88133,1337.52,202.6,0,0,0.00120473,0.0001817,-0.0664917,1.53891,0.0193933,1.54213,0,0
351,-0.127462,-2.5043,-3.97547,1.89917,1337.04,-42.7842,-9.62244,1335.27,204.594,0,0,0.00120473,0.0001817,-0.0614203,1.52104,0.0177633,1.52414,0,0
352,-0.119053,-2.50447,-3.97729,1.90778,1334.79,-42.3028,-10.3637,1333.03,206.589,0,0,0.00120473,0.0001817,-0.0563486,1.50316,0.0161331,1.50615,0,0
353,-0.110644,-2.50465,-3.97912,1.91639,1332.81,-41.7512,-11.1199,1331.06,208.274,0,0,0.00120473,0.0001817,-0.0516096,1.48647,0.0143347,1.48936,0,0
354,-0.102235,-2.50483,-3.98094,1.92499,1333.04,-40.6386,-11.997,1331.33,207.487,0,0,0.00120473,0.0001817,-0.0495342,1.47927,0.0111869,1.48215,0,0
355,-0.093826,-2.50501,-3.98277,1.9336,1333.27,-39.5259,-12.8739,1331.59,206.699,0,0,0.00120473,0.0001817,-0.047459,1.47207,0.00803942,1.47494,0,0
356,-0.085417,-2.50519,-3.98459,1.9422,1333.5,-38.4133,-13.751,1331.85,205.911,0,0,0.00120473,0.0001817,-0.0453836,1.46486,0.00489161,1.46773,0,0
357,-0.077008,-2.50536,-3.98641,1.95081,1333.73,-37.3005,-14.6279,1332.11,205.123,0,0,0.00120473,0.0001817,-0.0433084,1.45766,0.00174414,1.46052,0,0
358,-0.0685991,-2.50554,-3.98824,1.95942,1332.99,-37.4768,-14.1238,1330.87,204.194,0,0,0.00120473,0.0001817,-0.0370586,1.43921,-0.0128945,1.44217,0,0
359,-0.0601901,-2.50572,-3.99006,1.96802,1331.18,-39.0734,-12.0971,1327.97,203.11,0,0,0.00120473,0.0001817,-0.0262081,1.40836,-0.0401976,1.41155,0,0
360,-0.0517811,-2.5059,-3.99189,1.97663,1329.38,-40.6702,-10.0709,1325.07,202.026,0,0,0.00120473,0.0001817,-0.0153577,1.37751,-0.0675001,1.38093,0,0
361,-0.0433722,-2.50608,-3.99371,1.98524,1324.07,-42.4387,-7.50511,1318.27,200.513,0,0,0.00120473,0.0001817,-0.00701908,1.35546,-0.0863811,1.35894,0,0
362,-0.0396391,-2.50613,-3.99305,1.98903,1317.87,-43.2217,-6.21113,1311.09,200.839,0,0,0.00120473,0.0001817,-0.0066334,1.35866,-0.0844831,1.36197,0,0
363,-0.035906,-2.50618,-3.99238,1.99282,1311.67,-44.0048,-4.91732,1303.93,201.164,0,0,0.00120473,0.0001817,-0.00624774,1.36186,-0.0825848,1.365,0,0
364,-0.0321729,-2.50624,-3.99172,1.99661,1305.47,-44.7878,-3.62334,1296.76,201.489,0,0,0.00120473,0.0001817,-0.00586207,1.36506,-0.0806868,1.36803,0,0
365,-0.0284398,-2.50629,-3.99105,2.00041,1299.26,-45.5709,-2.32936,1289.59,201.814,0,0,0.00120473,0.0001817,-0.00547639,1.36826,-0.0787887,1.37106,0,0
366,-0.0247067,-2.50634,-3.99039,2.0042,1293.06,-46.354,-1.03555,1282.42,202.14,0,0,0.00120473,0.0001817,-0.00509073,1.37146,-0.0768905,1.37409,0,0
367,-0.0209736,-2.5064,-3.98972,2.00799,1286.86,-47.137,0.258433,1275.25,202.465,0,0,0.00120473,0.0001817,-0.00470506,1.37466,-0.0749924,1.37712,0,0
368,-0.0172405,-2.50645,-3.98906,2.01178,1280.66,-47.9201,1.55242,1268.08,202.79,0,0,0.00120473,0.0001817,-0.00431938,1.37786,-0.0730944,1.38015,0,0
369,-0.0135074,-2.5065,-3.98839,2.01557,1274.46,-48.7032,2.84615,1260.91,203.115,0,0,0.00120473,0.0001817,-0.00393376,1.38106,-0.0711961,1.38318,0,0
370,-0.0097743,-2.50656,-3.98773,2.01937,1268.26,-49.4862,4.1402,1253.74,203.441,0,0,0.00120473,0.0001817,-0.00354804,1.38426,-0.0692981,1.38621,0,0
371,-0.0060412,-2.50661,-3.98706,2.02316,1264.21,-49.564,4.73801,1249.2,204.092,0,0,0.00120473,0.0001817,-0.00309166,1.39092,-0.0675392,1.39276,0,0
372,-0.00230811,-2.50666,-3.9864,2.02695,1262.64,-48.8382,4.54234,1247.68,205.116,0,0,0.00120473,0.0001817,-0.00255476,1.40151,-0.0659386,1.40332,0,0
373,0.00142499,-2.50672,-3.98573,2.03074,1261.06,-48.1124,4.34709,1246.14,206.14,0,0,0.00120473,0.0001817,-0.00201778,1.41209,-0.0643382,1.41387,0,0
374,0.00515808,-2.50677,-3.98507,2.03454,1259.49,-47.3867,4.15142,1244.62,207.164,0,0,0.00120473,0.0001817,-0.00148089,1.42268,-0.0627376,1.42443,0,0
375,0.00889118,-2.50682,-3.9844,2.03833,1257.91,-46.6609,3.95612,1243.08,208.188,0,0,0.00120473,0.0001817,-0.000943948,1.43327,-0.0611372,1.43498,0,0
376,0.0126243,-2.50688,-3.98374,2.04212,1256.33,-45.9352,3.76082,1241.55,209.211,0,0,0.00120473,0.0001817,-0.00040701,1.44386,-0.0595368,1.44554,0,0
377,0.0163574,-2.50693,-3.98307,2.04591,1254.76,-45.2094,3.56521,1240.02,210.235,0,0,0.00120473,0.0001817,0.000129927,1.45445,-0.0579361,1.45609,0,0
378,0.0200905,-2.50698,-3.98241,2.0497,1253.18,-44.4837,3.36991,1238.49,211.259,0,0,0.00120473,0.0001817,0.000666865,1.46504,-0.0563357,1.46665,0,0
379,0.0238236,-2.50704,-3.98174,2.0535,1251.6,-43.7579,3.17461,1236.96,212.283,0,0,0.00120473,0.0001817,0.0012038,1.47562,-0.0547353,1.4772,0,0
380,0.0275567,-2.50709,-3.98108,2.05729,1250.02,-43.0322,2.97899,1235.43,213.306,0,0,0.00120473,0.0001817,0.00174074,1.48621,-0.0531347,1.48776,0,0
381,0.0312898,-2.50714,-3.98041,2.06108,1248.45,-42.3064,2.78369,1233.9,214.33,0,0,0.00120473,0.0001817,0.00227768,1.4968,-0.0515343,1.49831,0,0
382,0.036769,-2.50718,-3.97681,2.06764,1246.29,-41.0641,1.79518,1232.04,218.445,0,0,0.00120473,0.0001817,0.00262732,1.51526,-0.0492345,1.51672,0,0
383,0.0422483,-2.50721,-3.97322,2.07419,1244.14,-39.8217,0.806299,1230.19,222.559,0,0,0.00120473,0.0001817,0.00297693,1.53373,-0.0469344,1.53513,0,0
384,0.0477275,-2.50724,-3.96962,2.08075,1240.66,-38.3889,0.0216561,1227.04,225.886,0,0,0.00120473,0.0001817,0.0032804,1.54927,-0.0448917,1.55062,0,0
385,0.0532068,-2.50727,-3.96602,2.0873,1234.39,-36.5527,-0.331473,1221.13,227.544,0,0,0.00120473,0.0001817,0.00348615,1.55862,-0.0433933,1.55991,0,0
386,0.0586861,-2.50731,-3.96242,2.09386,1228.12,-34.7164,-0.684969,1215.22,229.203,0,0,0.00120473,0.0001817,0.00369186,1.56797,-0.0418947,1.56921,0,0
387,0.0641653,-2.50734,-3.95882,2.10041,1221.84,-32.8802,-1.03815,1209.31,230.862,0,0,0.00120473,0.0001817,0.00389757,1.57732,-0.0403964,1.57851,0,0
388,0.0696446,-2.50737,-3.95522,2.10697,1215.57,-31.044,-1.39128,1203.41,232.521,0,0,0.00120473,0.0001817,0.00410331,1.58667,-0.038898,1.5878,0,0
389,0.0751239,-2.5074,-3.95162,2.11353,1209.3,-29.2078,-1.7444,1197.5,234.18,0,0,0.00120473,0.0001817,0.00430906,1.59602,-0.0373996,1.5971,0,0
390,0.0806031,-2.50744,-3.94802,2.12008,1203.03,-27.3716,-2.0979,1191.59,235.839,0,0,0.00120473,0.0001817,0.00451477,1.60538,-0.035901,1.6064,0,0
391,0.0860824,-2.50747,-3.94442,2.12664,1196.75,-25.5354,-2.45103,1185.68,237.497,0,0,0.00120473,0.0001817,0.00472052,1.61473,-0.0344026,1.61569,0,0
392,0.0915616,-2.5075,-3.94082,2.13319,1190.48,-23.6992,-2.80416,1179.78,239.156,0,0,0.00120473,0.0001817,0.00492627,1.62408,-0.0329042,1.62499,0,0
393,0.0970409,-2.50753,-3.93723,2.13975,1184.21,-21.8629,-3.15766,1173.87,240.815,0,0,0.00120473,0.0001817,0.00513198,1.63343,-0.0314056,1.63429,0,0
394,0.10252,-2.50756,-3.93363,2.1463,1177.94,-20.0267,-3.51079,1167.96,242.474,0,0,0.00120473,0.0001817,0.00533773,1.64278,-0.0299072,1.64358,0,0
395,0.107999,-2.5076,-3.93003,2.15286,1171.67,-18.1905,-3.86392,1162.05,244.132,0,0,0.00120473,0.0001817,0.00554347,1.65213,-0.0284088,1.65288,0,0
396,0.113479,-2.50763,-3.92643,2.15941,1165.39,-16.3543,-4.21709,1156.15,245.791,0,0,0.00120473,0.0001817,0.00574918,1.66148,-0.0269105,1.66218,0,0
397,0.118958,-2.50766,-3.92283,2.16597,1159.12,-14.5181,-4.57059,1150.24,247.45,0,0,0.00120473,0.0001817,0.00595489,1.67084,-0.0254119,1.67147,0,0
398,0.124437,-2.50769,-3.91923,2.17253,1156.05,-13.0311,-4.42371,1147.3,249.599,0,0,0.00120473,0.0001817,0.00622965,1.66673,-0.0221641,1.66748,0,0
399,0.129916,-2.50773,-3.91563,2.17908,1154.24,-11.6831,-4.07807,1145.54,251.944,0,0,0.00120473,0.0001817,0.00653184,1.65727,-0.0182208,1.65821,0,0
400,0.135396,-2.50776,-3.91203,2.18564,1152.44,-10.3349,-3.7328,1143.78,254.288,0,0,0.00120473,0.0001817,0.00683399,1.64781,-0.0142774,1.64894,0,0
401,0.140875,-2.50779,-3.90843,2.19219,1150.63,-8.98684,-3.38716,1142.02,256.632,0,0,0.00120473,0.0001817,0.00713618,1.63835,-0.0103342,1.63967,0,0
402,0.143822,-2.50779,-3.90549,2.19636,1146.98,-8.49992,-3.71104,1137.7,258.471,0,0,0.00120473,0.0001817,0.00688544,1.63919,-0.0104795,1.64051,0,0
403,0.146768,-2.50779,-3.90254,2.20052,1141.77,-8.33687,-4.19479,1131.18,260.164,0,0,0.00120473,0.0001817,0.00645537,1.64258,-0.0121526,1.64383,0,0
404,0.149715,-2.50779,-3.8996,2.20469,1136.57,-8.17378,-4.67861,1124.65,261.858,0,0,0.00120473,0.0001817,0.00602526,1.64598,-0.0138258,1.64716,0,0
405,0.152662,-2.50779,-3.89666,2.20886,1131.36,-8.01069,-5.16243,1118.12,263.551,0,0,0.00120473,0.0001817,0.00559514,1.64937,-0.015499,1.65049,0,0
406,0.155608,-2.50779,-3.89371,2.21302,1126.16,-7.84753,-5.64653,1111.6,265.244,0,0,0.00120473,0.0001817,0.00516506,1.65277,-0.0171716,1.65382,0,0
407,0.158555,-2.50779,-3.89077,2.21719,1120.96,-7.68444,-6.13035,1105.07,266.937,0,0,0.00120473,0.0001817,0.00473495,1.65616,-0.0188448,1.65715,0,0
408,0.161502,-2.50779,-3.88782,2.22135,1115.75,-7.52135,-6.61417,1098.54,268.63,0,0,0.00120473,0.0001817,0.00430484,1.65955,-0.020518,1.66048,0,0
409,0.164448,-2.50779,-3.88488,2.22552,1112.38,-7.03953,-6.18661,1094.53,269.762,0,0,0.00120473,0.0001817,0.00406226,1.66536,-0.0190097,1.66647,0,0
410,0.167395,-2.50779,-3.88193,2.22968,1111.96,-5.82963,-6.24951,1093.56,270.743,0,0,0.00120473,0.0001817,0.00396094,1.67008,-0.0174455,1.67152,0,0
411,0.170342,-2.50779,-3.87899,2.23385,1115.28,-3.59433,-7.84438,1095.99,271.884,0,0,0.00120473,0.0001817,0.00396455,1.67112,-0.0181606,1.67294,0,0
412,0.173288,-2.50779,-3.87604,2.23802,1118.6,-1.35903,-9.43925,1098.43,273.025,0,0,0.00120473,0.0001817,0.00396817,1.67216,-0.0188757,1.67436,0,0
413,0.176235,-2.50779,-3.8731,2.24218,1121.92,0.876136,-11.034,1100.86,274.165,0,0,0.00120473,0.0001817,0.00397181,1.6732,-0.0195907,1.67579,0,0
414,0.179181,-2.50779,-3.87015,2.24635,1125.23,3.11144,-12.6288,1103.29,275.306,0,0,0.00120473,0.0001817,0.00397543,1.67424,-0.0203058,1.67721,0,0
415,0.182128,-2.50779,-3.86721,2.25051,1127.59,4.6415,-13.0385,1104.78,276.633,0,0,0.00120473,0.0001817,0.00400337,1.66922,-0.0191142,1.6727,0,0
416,0.185075,-2.50779,-3.86426,2.25468,1128.8,5.31978,-12.0166,1105.14,278.185,0,0,0.00120473,0.0001817,0.00406069,1.65689,-0.0156195,1.66103,0,0
417,0.188021,-2.50779,-3.86132,2.25884,1130,5.99804,-10.9949,1105.5,279.736,0,0,0.00120473,0.0001817,0.00411803,1.64456,-0.0121242,1.64936,0,0
418,0.190968,-2.50779,-3.85838,2.26301,1131.21,6.67632,-9.97302,1105.86,281.288,0,0,0.00120473,0.0001817,0.00417535,1.63222,-0.00862949,1.63769,0,0
419,0.193915,-2.50779,-3.85543,2.26718,1132.41,7.35459,-8.95113,1106.21,282.839,0,0,0.00120473,0.0001817,0.00423267,1.61989,-0.0051348,1.62601,0,0
420,0.196861,-2.50779,-3.85249,2.27134,1133.61,8.03284,-7.92927,1106.57,284.391,0,0,0.00120473,0.0001817,0.00429002,1.60756,-0.00164024,1.61434,0,0
421,0.199808,-2.50779,-3.84954,2.27551,1135.19,8.75999,-7.35667,1107.8,286.057,0,0,0.00120473,0.0001817,0.00406789,1.5964,0.00174869,1.60378,0,0
422,0.200597,-2.50773,-3.84574,2.27939,1138.35,9.53824,-9.70039,1114.36,289.718,0,0,0.00120473,0.0001817,0.00193738,1.59482,0.00385058,1.60231,0,0
423,0.201387,-2.50768,-3.84194,2.28327,1141.52,10.3164,-12.0439,1120.93,293.38,0,0,0.00120473,0.0001817,-0.000192864,1.59325,0.0059532,1.60083,0,0
424,0.202176,-2.50763,-3.83814,2.28716,1144.69,11.0947,-14.3876,1127.5,297.042,0,0,0.00120473,0.0001817,-0.00232337,1.59167,0.00805509,1.59936,0,0
425,0.202966,-2.50757,-3.83434,2.29104,1147.85,11.8729,-16.7313,1134.06,300.704,0,0,0.00120473,0.0001817,-0.00445388,1.5901,0.010157,1.59789,0,0
426,0.203755,-2.50752,-3.83053,2.29492,1151.02,12.6511,-19.0749,1140.63,304.366,0,0,0.00120473,0.0001817,-0.00658413,1.58852,0.0122596,1.59641,0,0
427,0.204545,-2.50747,-3.82673,2.29881,1154.19,13.4294,-21.4186,1147.2,308.028,0,0,0.00120473,0.0001817,-0.00871463,1.58695,0.0143615,1.59494,0,0
428,0.205334,-2.50742,-3.82293,2.30269,1157.36,14.2076,-23.7623,1153.77,311.689,0,0,0.00120473,0.0001817,-0.0108451,1.58537,0.0164634,1.59346,0,0
429,0.206124,-2.50736,-3.81913,2.30657,1158.43,14.7753,-23.7913,1155.58,314.956,0,0,0.00120473,0.0001817,-0.0117534,1.58139,0.0191725,1.58961,0,0
430,0.206913,-2.50731,-3.81533,2.31045,1158.93,15.2852,-23.1863,1156.09,318.116,0,0,0.00120473,0.0001817,-0.0123271,1.57674,0.022047,1.58512,0,0
431,0.207703,-2.50726,-3.81153,2.31434,1159.43,15.7951,-22.5812,1156.6,321.275,0,0,0.00120473,0.0001817,-0.0129006,1.57209,0.0249224,1.58062,0,0
432,0.208492,-2.50721,-3.80772,2.31822,1159.93,16.305,-21.9763,1157.11,324.434,0,0,0.00120473,0.0001817,-0.0134743,1.56744,0.0277969,1.57612,0,0
433,0.209281,-2.50715,-3.80392,2.3221,1160.43,16.815,-21.3712,1157.62,327.593,0,0,0.00120473,0.0001817,-0.0140479,1.56279,0.0306714,1.57162,0,0
434,0.210071,-2.5071,-3.80012,2.32599,1160.93,17.3249,-20.7662,1158.13,330.752,0,0,0.00120473,0.0001817,-0.0146214,1.55815,0.0335467,1.56712,0,0
435,0.21086,-2.50705,-3.79632,2.32987,1161.43,17.8348,-20.1612,1158.64,333.911,0,0,0.00120473,0.0001817,-0.0151951,1.5535,0.0364213,1.56262,0,0
436,0.21165,-2.50699,-3.79252,2.33375,1161.93,18.3448,-19.5562,1159.15,337.07,0,0,0.00120473,0.0001817,-0.0157688,1.54885,0.0392958,1.55812,0,0
437,0.212439,-2.50694,-3.78872,2.33764,1162.43,18.8547,-18.9511,1159.66,340.229,0,0,0.00120473,0.0001817,-0.0163423,1.5442,0.0421711,1.55362,0,0
438,0.213229,-2.50689,-3.78492,2.34152,1162.93,19.3646,-18.3461,1160.17,343.388,0,0,0.00120473,0.0001817,-0.0169159,1.53955,0.0450457,1.54912,0,0
439,0.214018,-2.50684,-3.78111,2.3454,1163.42,19.8745,-17.7411,1160.68,346.547,0,0,0.00120473,0.0001817,-0.0174896,1.53491,0.0479202,1.54462,0,0
